,,,,,,,,
Tabela com Modelos e Prompts utilizados para gerações,,,,,,,,
Modelo,Prompt,Resultado,Personagen/Objeto,Observação,,,,
Flow Studio Nano Banana,"A high-definition, atmospheric digital painting of the personal cabin of Captain Barba Rosa, located in the lower hold of his galleon, strictly based on the camera angle and structural layout of reference image_122ecc.png. The massive, dark, carved wooden stairs ascend from the center-left, leading to the specific circular hatch with the iron grate and central circle pattern, through which warm light from the upper deck filters down. The structural timbers and planking of the lower hold are now paneled with highly polished walnut wood and elaborate gilded gold rococo and baroque filigree. Rich pink and crimson velvet curtains with gold tassels hang in soft folds, covering sections of the wood, and Persian rugs with intricate pink, gold, and turquoise patterns cover the polished plank floor. An extravagant, massive captain's desk, crafted from petrified wood with mother-of-pearl, ivory, and polished gold inlays, sits at the center-right. It is cluttered with rare nautical charts (some marked in elegant gold script, including 'TREASURE OF 2142'), gold quills, jeweled navigational tools, and a gilded rum bottle. Every surface is covered in decorative pirate artifacts: jeweled cutlasses, ornate flintlock pistols with gold inlay, rare spices in gold jars, and ancient Aztec gold idols. Directly beneath the captain's desk, resting on a plush rug, is the super-chic, unlocked treasure safe, made of dark wood with mother-of-pearl and ivory inlays and polished gold hardware, with its intricate locking mechanisms visibly open, and the lid slightly ajar, revealing glints of cut gems, gold coins, and silk rolls. On the wall behind the desk, between a collection of jeweled cutlasses, is a grand, large-scale oil portrait in a heavy, elaborate gold frame. The painting depicts two pirates side-by-side, smiling broadly and holding RUM bottles. The pirate on the left is Captain Barba Rosa (distinct large, textured PINK beard, crimson and gold-embroidered coat, tricorn hat, image_122f03.png). The pirate on the right is PinkBob (distinct large, textured RED beard, burgundy and gold-embroidered coat, image_122f03.png). In the bottom left corner of the portrait, the date 2142 is written in elegant, clear gold script. The cabin is dense with detail, glowing with warm, flickering light from numerous gold and glass oil lamps. Hammocks (now made of fine pink and gold satin) are visible. The textures of the pink and red beards, the polished woods, the fabrics, and the gold and ivory decorations are rendered with full integrity.",https://drive.google.com/file/d/1xn9Z6ZfPtRccRvgy76Is4--olN0Wi2d9/view?usp=drive_link,Cenário: Cabine Pérola Rosa,"Agora eu preciso do prompt textual para a cabine pessoal do capitão barba rosa, ela é extremamente elegante e extravagante. Cheio de artefatos piratas decorando o local, bastante ouro e rosa. Na parede é possível ver um quadro do barba rosa e do pinkbob com uma data escrita bem no canto inferior esquerdo (2142).
Em baixo da mesa do capitão deve haver um cofre.

Lembre-se de respeitar com integralidade a aparencia dos dois personagens.","Observação importante, adicionei a imagem do barba rosa e do pinkbob no prompt. Ele gerou um prompt que misturou os dois personagens, então eu mandei um reforço e ele gerou o certo depois.","Uma pintura digital de interior extremamente elegante, detalhada e extravagante da cabine pessoal do Capitão Barba Rosa no porão de seu navio, baseada integralmente no ângulo de câmera e layout de referência. A rústica escada de madeira pesada sobe do centro-esquerda em direção ao centro superior do teto, onde a luz do convés superior penetra através da escotilha circular com grade de ferro. As vigas e paredes rústicas do porão foram revestidas com painéis de madeira de nogueira polida e molduras de ouro ornamentadas, com cortinas de veludo rosa profundo e carmesim penduradas em ganchos dourados. No centro-direita, uma massiva e luxuosa mesa de capitão em madeira polida com incrustações de ouro, marfim e madrepérola está cheia de mapas náuticos (alguns marcados com caligrafia dourada e rosa, como 'TESOURO DE 2142'), bússolas de latão, tinteiros dourados com penas de pavão e uma lamparina de óleo dourada. As paredes estão *repletas de artefatos piratas decorativos* e coleções: cutelos e floretes gravados, pistolas de pederneira incrustadas de joias, canecas de rum de ouro, estátuas de bronze de criaturas marinhas e ídolos astecas. Na parede atrás da mesa do capitão, entre prateleiras douradas de artefatos, está um grande, ornamentado e detalhado quadro a óleo com moldura de ouro maciço. O quadro retrata, lado a lado, o Capitão Barba Rosa (com sua barba vermelha distinta, casaco carmesim e ouro, e chapéu tricornio, como em `image_122f03.png`) e PinkBob (em seu casaco bordeaux e ouro com babados brancos, calças listradas, e aparência tattered/ruidosa, como em `image_122f03.png`), ambos sorrindo e segurando garrafas de RUM. No canto inferior esquerdo do quadro, a data **2142** está escrita em caligrafia dourada nítida. Embaixo da massiva mesa do capitão, no chão de tábuas de madeira polida cobertas por tapetes persas em tons de rosa e ouro, está um cofre de tesouro super chique e destrancado feito de madeira escura com incrustações de marfim, madrepérola e ouro polido, com suas ferragens de bronze ornamentadas destrancadas e o brasão do Barba Rosa visível. A tampa está ligeiramente aberta, revelando brilhos de joias, moedas de ouro e rolos de seda. Mais redes penduradas (agora de cetim rosa e ouro), barris (revestidos de couro rosa e ouro), e artefatos preenchem o densamente decorado porão. A atmosfera é quente, rica e tremeluzente com luz de lamparinas de óleo douradas penduradas. Estilo de pintura digital realista e de alta definição com cores profundas e ricas e texturas meticulosas.","Você está misturando as aparências. O capitão barba Rosa, possui uma barba ROSA! O PinkBob possui uma barba ruiva.
Refaça o prompt em inglês com as aparências corretas","O Gemini disse
I have successfully generated the textual prompt for Captain Barba Rosa's luxurious lower cabin, ensuring the correct mappings of pink and red beards for the characters.

Key Corrections Applied:

Captain Barba Rosa: Correctly assigned a PINK beard in the portrait (left).

PinkBob: Correctly assigned a RED beard in the portrait (right).

The camera angle and structural base (stairs, hatch) strictly match image_122ecc.png.

The scene is filled with lots of gold and pink decorations.

The specific safe is placed under the captain's desk.

The specific date 2142 is written clearly in the bottom left corner of the portrait.

Here is the textual prompt:

A high-definition, atmospheric digital painting of the personal cabin of Captain Barba Rosa, located in the lower hold of his galleon, strictly based on the camera angle and structural layout of reference image_122ecc.png. The massive, dark, carved wooden stairs ascend from the center-left, leading to the specific circular hatch with the iron grate and central circle pattern, through which warm light from the upper deck filters down. The structural timbers and planking of the lower hold are now paneled with highly polished walnut wood and elaborate gilded gold rococo and baroque filigree. Rich pink and crimson velvet curtains with gold tassels hang in soft folds, covering sections of the wood, and Persian rugs with intricate pink, gold, and turquoise patterns cover the polished plank floor. An extravagant, massive captain's desk, crafted from petrified wood with mother-of-pearl, ivory, and polished gold inlays, sits at the center-right. It is cluttered with rare nautical charts (some marked in elegant gold script, including 'TREASURE OF 2142'), gold quills, jeweled navigational tools, and a gilded rum bottle. Every surface is covered in decorative pirate artifacts: jeweled cutlasses, ornate flintlock pistols with gold inlay, rare spices in gold jars, and ancient Aztec gold idols. Directly beneath the captain's desk, resting on a plush rug, is the super-chic, unlocked treasure safe, made of dark wood with mother-of-pearl and ivory inlays and polished gold hardware, with its intricate locking mechanisms visibly open, and the lid slightly ajar, revealing glints of cut gems, gold coins, and silk rolls. On the wall behind the desk, between a collection of jeweled cutlasses, is a grand, large-scale oil portrait in a heavy, elaborate gold frame. The painting depicts two pirates side-by-side, smiling broadly and holding RUM bottles. The pirate on the left is Captain Barba Rosa (distinct large, textured PINK beard, crimson and gold-embroidered coat, tricorn hat, image_122f03.png). The pirate on the right is PinkBob (distinct large, textured RED beard, burgundy and gold-embroidered coat, image_122f03.png). In the bottom left corner of the portrait, the date 2142 is written in elegant, clear gold script. The cabin is dense with detail, glowing with warm, flickering light from numerous gold and glass oil lamps. Hammocks (now made of fine pink and gold satin) are visible. The textures of the pink and red beards, the polished woods, the fabrics, and the gold and ivory decorations are rendered with full integrity."
Flow Studio Nano Banana,"Remova a escada que está circulada em vermelho, aumente o tamanho da sala e acrescente uma porta dupla nesse local",https://drive.google.com/file/d/19sc4Gp3Tb_oFRAEAF-wqkvLdk_JqRABJ/view?usp=drive_link,Cenário: Cabine Pérola Rosa,Edição no cenário,,,,
Flow Studio Nano Banana,Feche a tampa do cofre,https://drive.google.com/file/d/1ENxYJYF1TVqK7DlWqMYlPoGogTbHw4c3/view?usp=drive_link,Cenário: Cabine Pérola Rosa,Edição no cenário,,,,
Flow Studio Nano Banana,"A full-body digital illustration of a male character, ""Seu Zé"", a spice merchant, standing confidently against a plain white background for a clean cutout effect. Seu Zé is an older, weathered man in his late 50s or early 60s, with deep olive skin and a neatly trimmed, grey-streaked Arabian-style beard and mustache, with a kind yet knowing expression. He wears traditional, high-quality Arabian silk garments in rich jewel tones: a long, flowing deep bordeaux and indigo-patterned silk thobe with intricate gold filigree, layered over a cream-colored silk tunic. Around his head is a complex, patterned silk turban in bordeaux and teal, with a small brass spice scoop tucked neatly into its folds. He wears a heavy, patterned silk sash around his waist, from which hang various leather spice pouches, glass vials, and small, woven baskets with colorful powders (saffron, curry, cinnamon). In his right hand, he holds a small, woven spice basket filled with vibrant powders. In his left hand, he holds up a small brass spice scoop. His forearms are adorned with multiple bracelets of beads, brass, and spice-filled vials. He has multiple large brass rings and a thick, heavy brass necklace with small spice containers. On his feet are ornate leather and brass sandals. The illustration is a digital 2D piece with bold, expressive black outlines and rich, hand-painted textures throughout. The rendering is volumetric with dramatic, directional shadows that sculpt the figure against the white background. High resolution. The tone is knowledgeable, opulent in a traditional Arabian sense, yet earthy and seasoned from harbor life.",https://drive.google.com/file/d/1INNwO8vjc-OcTJx6Kd6j-TC5VbcSlp77/view?usp=drive_link,NPC: Seu Zé,"Seguindo essa mesma estrutura de criação de prompts em inglês, e baseando-se no story spine do jogo e estilo artistico da imagem referência, quero que você crie o prompt para o personagem ""Seu zé"" que será um vendedor de especiarias que trabalha em sua barraca no porto. Ele usa vestes de seda típicas da arábia. O personagem deve estar em um fundo branco e a arte deve conter o corpo inteiro.",,,,
Flow Studio Nano Banana,"A full-body digital illustration of ""Seu Zé"", an older, weathered man in his late 50s/60s, with deep olive skin and a grey-streaked Arabian-style beard. He wears traditional, opulent Arabian silk garments in rich jewel tones: a long, flowing deep bordeaux and indigo-patterned thobe layered over a cream silk tunic. Around his head is a complex bordeaux and teal patterned silk turban with a brass spice scoop tucked in. He has multiple brass rings, large brass bracelets, a heavy brass necklace with spice containers, leather spice pouches, and ornate leather/brass sandals. He holds his woven spice basket containing vibrant colored powders (saffron, curry, cinnamon). The art style features bold, expressive black outlines and rich, hand-painted textures with volumetric rendering and dramatic directional shadows.

Sprite Sheet Layout:
A 3-frame horizontal strip of character sprites, clearly separated, against a solid, pure white background (absolute zero environment).

Animation Sequence (3 Frames - Inspection):

Frame 1: Preparation (Base Pose): Seu Zé stands confidently, holding the woven spice basket in his right arm. He holds the loose brass spice scoop (now in his left hand, removed from turban) poised just above the basket, looking down at the colorful powders with a contemplative, serious gaze. He is preparing to scoop a sample.

Frame 2: The Scoop (Action Pose): He leans slightly forward, dipping the brass scoop deep into the basket (specifically into the bright yellow saffron/curry section). His face is focused. He lifts the scoop up, filled with colorful powder, bringing it towards his mid-chest.

Frame 3: Visual & Olfactory Analysis (Inspection Pose): He brings the scoop very close to his face, below his nose. He has tilted his head back slightly and closed one eye, deeply inhaling or squinting to inspect the color and texture of the spice in the scoop. His other hand secures the basket. A slight smile begins to form on his face, indicating approval.

Output Constraints: Full body sprites. Bold outlines. Hand-painted textures. White background. No scenario elements. Three distinct, sequential frames. High resolution.",https://drive.google.com/file/d/1ZUHgLSYYisIE__aJ96bnEEQ5N76UGUx8/view?usp=drive_link,Sprite sheet: Npc Seu Zé,"Faça um prompt textual bem estruturado em inglês para a geração de um sprite sheet do personagem Seu Zé (enviado na imagem) inspecionando suas especiarias em 3 frames com o fundo branco e sem nenhum cenário. 

APENAS TEXTO NÃO GERE A IMAGEM.",,,,
Flow Studio Nano Banana,Gere uma imagem contendo apenas o pote de especiarias,https://drive.google.com/file/d/1YOvxUDI8P6S0KqQ-rCJfAKh1KA6PEcEb/view?usp=drive_link,Objeto: Pote de especiarias,Com a imagem do npc pedi para fazer só o pote,,,,
Flow Studio Nano Banana,"A detailed, full-object digital illustration of a complex ceremonial mask art piece, centered against a plain white background. The object is a fusion of a fierce, divine mask and an aged, horizontal wood base, designed as a mystical and ancient artifact. The main central mask is bronze-gold, with fierce and divine features, presenting bulging cheeks, puffed nostrils, fangs, and narrowed eyes in an expression of power. A vertical third eye is positioned on the forehead, and the crown is adorned with a Vajra symbol (ritualistic thunderbolt) and other mystical markings. The mask is mounted atop an aged, horizontally textured wood base, imitating weathered driftwood with marks of wear and cracks.

The sides of the wood base are covered by complex bundles of colored fabrics (red, blue, beige), metal rings, and rope bindings. Below the mask and wood base, there is a complex web of braided cords, beaded chains (bronze, turquoise, gold), and hanging amulets. Various gold and bronze metal charms are interspersed, and fabric fringes (beige, brown) hang down from the complex arrangement. A row of large, worn metal coins and a cluster of turquoise beads and gold discs are also suspended. The texture of all materials—metal, wood, fabric—is highly rendered, showing age and rustic wear.

The object is presented in a full frontal view, centered in the composition, against a plain white background. The composition is symmetrical and balanced. The illustration style is highly detailed and somewhat realistic, resembling high-quality character concept art or video game asset design. The image is central on the white canvas, creating a cutout effect that emphasizes the subject and suggests an illustrative context rather than a natural environment. The complex, interwoven cords and beaded hangings create a sense of scale and depth.

The image exhibits a digital painting aesthetic with a focus on detailed rendering and object-driven fantasy illustration. The style is reminiscent of concept art or high-quality video game assets. Color hues are rich and rustic, dominated by tones of gold, bronze, turquoise, deep blue, and terracota red, with earthier wood tones. Lighting is dramatic and directional, utilizing strong highlights and deep shadows to give the object a three-dimensional, sculpted quality and emphasize texture. The rendering quality is high, featuring sharp details, particularly in metal carvings and fabric textures, which have a rough, worn appearance. Brushwork, though digitally applied, suggests traditional painting techniques, with noticeable texture variations in the shadows and mid-tones. The overall mood is ancient, mystical, and stylized, with a slight exaggeration of features common in object design.",https://drive.google.com/file/d/12yZEWF1_81CnuQt0wShkqB-t9jhGYwyb/view?usp=drive_link,Objeto: Mascara do Himalaia,"Por favor, faça o prompt EM TEXTO do objeto seguindo essa estrutura de exemplo de como construir um prompt:

A full-body digital illustration of a male pirate character standing against a plain white background. The character appears to be a man in his 30s or 40s with a fair skin tone. He has bright, fiery red hair and a matching full beard, giving him a somewhat rugged look. He is wearing a typical pirate outfit. His head is adorned with a black tricorn hat, slightly cocked to one side, with gold trim and possibly a small skull or decorative element visible on the front.

He is dressed in a long, dark blue or slate-colored naval coat with golden buttons and red lining visible at the collar. Underneath the coat, he wears a white, somewhat ruffled shirt. His lower body is covered by striped trousers, featuring vertical alternating stripes of dark blue/black and light blue/white. He is wearing dark brown leather boots that reach approximately mid-calf.

The pirate is holding a dark glass bottle in his left hand, which is labeled with the word ""RUM"" and features a skull and crossbones emblem, suggesting a potent or dangerous beverage. His pose is frontal and confident, with his legs slightly spread and his expression showing a slight, mischievous smile. The art style is detailed and somewhat realistic, resembling character concept art or a video game character model. The image is cropped with black bars on the left and right, framing the central illustration.

The image exhibits a digital painting aesthetic with a focus on detailed rendering and character-driven fantasy illustration. The style is reminiscent of concept art or high-quality video game assets. Color hues are rich and slightly muted, employing a palette dominated by deep blues, browns, and earthy tones, contrasted by warm accents like the reddish-orange in the beard. Lighting is dramatic and directional, utilizing strong highlights and deep shadows to give figures a three-dimensional, sculpted quality and emphasize texture. The rendering quality is high, featuring sharp details, particularly in facial features and fabric textures, which have a rough, worn appearance. Brushwork, though digitally applied, suggests traditional painting techniques, with noticeable texture variations in the shadows and mid-tones. The overall mood is adventurous and stylized, with a slight exaggeration of features common in character design. The background is pure white, creating a cutout effect that emphasizes the subject and suggests an illustrative or reference context rather than a natural environment.",,,,
Flow Studio Nano Banana,"A detailed digital illustration of Captain Pinkbeard's open magical compass, centered and filling the entire frame against a plain white background. It is made of ornate, deeply engraved aged gold and has a highly stylized, Baroque appearance. The compass is shown from a direct top-down perspective to display both the exterior of the open lid and the intricate compass face, ensuring no part of the object is cropped out or touches the edge of the image.

The exterior of the heavy gold case is heavily adorned with intricate, hand-chiseled engravings. These carvings depict stylized roaring ocean waves, Kraken tentacles, intertwined mermaids with pink tails, pirate skulls featuring prominent mustaches, and ship wheels. The gold has a rich, textured patina with polished highlights on the raised details, contrasted by dark oxidation in the grooves. The open lid features a deeply sculpted relief of a full-rigged galleon with pink flags flying from the masts.

Inside the compass, the face is an absolute masterpiece of magical art under a protective glass dome. The needle is not a standard arrow but a stylized, glowing bone arrow that pulsates with an internal bordeaux-pink magical energy, pointing towards a swirling arcane vortex instead of standard cardinal directions. Standard cardinal letters (N, S, E, W) are replaced by glowing pink runic symbols and glyphs. The background of the dial appears to contain a miniature, swirling galaxy of pink cosmic dust and tiny, winking stars.

On the inner rim of the casing, near the hinge, the words ""PROPERTY OF CAPTAIN PINKBEARD"" are elegantly engraved in a cursive script with small pink ruby inlays for punctuation. The robust hinge mechanism is adorned with a single, large, glowing pink gemstone that emits a soft light across the compass face. The overall construction feels ancient, heavy, and extremely valuable.

The image exhibits a high-end digital painting aesthetic with a focus on detailed rendering and environment-driven fantasy illustration. The style is reminiscent of top-tier concept art or detailed video game inventory assets. Color hues are rich and luxurious, dominated by deep aged gold tones, warm brass accents, and vibrant, glowing pink magical effects, contrasted by deep bordeaux shadows.

Lighting is dramatic and directional, utilizing strong highlights and deep shadows (chiaroscuro) to give the Golden object a strong three-dimensional, sculpted quality and emphasize the varied textures of etched metal, polished gems, glowing magic, and smooth glass. The rendering quality is high, featuring sharp details on every tiny engraving and magical effect. Brushwork, though digitally applied, suggests traditional painting techniques with noticeable texture variations in the shadows and mid-tones.

The overall mood is magical, mysterious, opulent, and adventurous. The background is pure, seamless white, creating a powerful cutout effect that makes the detailed magical gold compass pop and suggests a reference or illustrative context. The composition is centered, balanced, and perfectly framed.",https://drive.google.com/file/d/1RpRFifGPE4nwWzQv0yybSS2VbFSqVS89/view?usp=drive_link,Objeto: Bussola do barba rosa,"Seguindo a mesma estrutura de prompt de texto, faça o prompt para uma bússola mágica que pertença ao capitão barba rosa. Ela é toda engravada, feita de ouro e bem estilizada, além disso ela está com a tampa aberta. A bússola deve estar em um fundo branco, virada de frente para a camera. O prompt deve fazer com que a bussola esteja em todo o frame da imagem, sem cortar nenhuma parte.",,,,
Flow Studio Nano Banana,"A full-body digital illustration sprite sheet of the male pirate character, ""Barba Rosa"", based on image_15e945.png, walking against a plain pure white background. The sprite sheet features three distinct frames arranged horizontally in sequence, capturing a determination walk cycle in a lateral (profile or three-quarter) view. The character retains all details from image_15e945.png: the bright, fiery red hair and full matching beard; the black tricorn hat with gold trim and prominent red feather; the white ruffled shirt, tattered blue naval coat with red lining, red sash, striped blue/white/red trousers, and dark brown leather boots.

The walk cycle is defined by the following frames:

Frame 1 (Contact Right): The character's right foot is forward and flat on the ground, supporting the weight. The left leg is back with the toe just touching the ground. The character's right arm is swinging back, while the left arm (holding the dark glass ""RUM"" bottle with the skull label) is swinging forward slightly. The body is upright and moving forward.

Frame 2 (Passing): The left foot is moving directly under the body, swinging forward. The right foot is planted and pushing off. Both arms are passing near the body, with the hand holding the rum bottle near the hip and the right hand swinging forward.

Frame 3 (Contact Left): The character's left foot is forward and flat on the ground. The right leg is back with the toe touching. The right arm is swinging forward, and the left arm (holding the rum bottle) is swinging back slightly.

The image exhibits a digital painting aesthetic with detailed rendering and high-quality character illustration matching image_15e945.png. Lighting is dramatic and directional, utilizing strong highlights and deep shadows to give the moving figure a three-dimensional, sculpted quality and emphasize texture. The color palette remains rich and saturated, dominated by deep blues, browns, and earthy tones, contrasted by warm red accents in the beard, feather, and trousers. The background is pure white for a cutout effect, emphasizing the subject and suggesting an illustrative context for animation.",https://drive.google.com/file/d/1PbcPmupgw7JFeC4sEkJaaGOT7dB0RB-O/view?usp=drive_link,Sprite Sheet: Barba Rosa,"Faça um prompt textual bem estruturado em inglês, assim como os exemplos, para a geração de um sprite sheet do personagem Barba Rosa enviado na imagem de referência. O Barba Rosa deve estar andando em 3 frames, com o fundo branco.

Gere apenas texto! ",,,,
Flow Studio Nano Banana,Remova a garrafa de rum e a espada da mão,https://drive.google.com/file/d/1gCLiAmjtqTMkF7R02CJzk-ja6cJYNikZ/view?usp=drive_link,Sprite Sheet: Barba Rosa,Remoção dos adereços nas mãos do pirata,,,,
Flow Studio Nano Banana,"A detailed, full-object digital illustration of an ornate bunch of keys, specifically the master cabin keys for the luxurious galleon ""Pink Pearl"", centered against a plain pure white background. The object is presented as a high-end, impeccably maintained artifact, completely filling the center of the frame without any parts cut off. The composition is focused entirely on the keys, acting as a premium inventory item or concept art asset.

The keychain features a thick, highly polished gold ring. Hanging from the ring is a heavy, ornate fob crafted from gilded brass and polished dark wood, bearing the raised, intricate emblem of the ""Pink Pearl""—a stylized rose intertwined with a subtle skull and crossbones. Attached to the ring are three distinct, elegant keys. Unlike typical pirate items, these keys are not rusty or weathered; instead, they are meticulously clean and well-kept. They are made of gleaming brass and polished silver, featuring complex, intricate wards and elaborate bow designs resembling baroque rococo filigree. A small, pristine tassel made of rich pink and bordeaux velvet hangs elegantly from the ring, adding a touch of extravagant pirate opulence.

The image exhibits a high-resolution digital painting aesthetic with a strong focus on detailed rendering and object-driven fantasy illustration. The style is reminiscent of high-quality video game concept art or premium UI inventory assets. Color hues are rich and saturated, dominated by the gleaming metallic tones of polished gold, bright silver, and warm brass, contrasted by the deep bordeaux and pink of the velvet tassel. Lighting is clean, dramatic, and directional, utilizing strong volumetric highlights to emphasize the metallic shine and deep, crisp shadows to give the keys a three-dimensional, sculpted quality. The rendering quality is exceptional, featuring sharp details on the metal engravings, the smooth wood of the fob, and the soft texture of the tassel. The background is pure white, creating a precise cutout effect that emphasizes the subject and suggests an illustrative reference context rather than a natural environment.",https://drive.google.com/file/d/10yHrq0mKi5IRxxjn23jcBL6jLkjm2D75/view?usp=drive_link,Objeto: Molho de chaves do Perola Rosa,"Faça um prompt textual bem estruturado em inglês, assim como os exemplos, para a geração do objeto ""Chaves da cabine"" em um fundo branco. O objeto é um molho de chaves da cabine do navio ""Pérola Rosa"", um molho de chaves chique e bem cuidado.",,,,
Flow Studio Nano Banana,"A wide-angle, full-environment digital illustration of a stylized ""Centro de Pesquisa"" (Research Center) environment set against a caribean background, creating a precise cutout effect. The perspective is a flat frontal view, identically matching the camera angle and layout seen in doca.png. On the serene Caribbean beach, a stationary pirate-era sailing ship, showing slight wear and weathered details, is moored to a small section of the raised wooden dock structure precisely where the ships are located in doca.png. Surrounding cliffs and sparse vegetation are visible on the left and behind the central building, consistent with doca.png. In the exact center of the composition, the main central building structure is defined as the entrance to a greenhouse. The facade of this section is covered in large panes of grimy glass set into dark wood frames, housing exotic, lush tropical plants visible through the glass panels. A prominent wooden sign hangs above the main double doors, painted in weathered Portuguese lettering reading: ""ESTUFA DO DR. B. CHEN."" To the right of the central building, a dark, rocky path leads up via stone steps, identically matching the reference composition. This path disappears into a dense, sprawling Caribbean tropical forest that dominates the right side of the frame with deep green foliage and shadows. Post at the edge of this forest path, another sturdy wooden sign is clearly visible, reading in Portuguese: ""ACESSO À FLORESTA TROPICAL."" The image exhibits a digital painting aesthetic with a focus on detailed rendering and environment-driven fantasy illustration. The style is reminiscent of concept art or high-quality video game assets. Color hues are rich and slightly muted, employing a palette dominated by deep bordeaux, dark blues, and earthy browns for the wooden structures and ship, contrasted by the rich, deep greens of the dense forest foliage and the vibrant turquoise of the water. Lighting is dramatic and directional (chiaroscuro), utilizing strong highlights on the weathered wood and the greenhouse glass, and casting deep, textured shadows within the forest area to give the scene a three-dimensional, sculpted quality and emphasize texture. The rendering quality is high, featuring sharp details on the weathered wood grain, the stone steps, and individual leaf textures, all having a rough, worn appearance. Brushwork, though digitally applied, suggests traditional painting techniques, with noticeable texture variations in the shadows and mid-tones. The overall mood is mysterious and adventurous, with a stylized representation common in game environment design.",,,"Agora faça um prompt textual que segue a mesma estrutura do exemplo e mesmo estilo artistico. O prompt será para a geração do cenário ""Centro de pesquisa"", tendo como base a posição dos itens como na imagem de referência. As placas devem estar em português.

É *EXTREMAMENTE* IMPORTANTE que o angulo de camera seja idêntico ao da imagem de referência.



Na esquerda temos um navio parado na pequena doca na praia.

No centro temos a entrada da estufa do dr. b. chen.

Na direita temos uma entrada para uma floresta densa de clima tropical do caribe.",,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,Variação 2,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
Flow Studio Nano Banana,,,,,,,,
